 L23E L23I L4E L4I L5E L5I L6E L6I
L23E 1.0 0.15062250691532053 0.4287660233957855 0.4842801196940417 0.35195073797455095 0.20279503639791302 0.44646518164882915 0.15363350150659807
L23I 0.15062250691532053 1.0 -0.17545067655724975 0.37195704687544046 0.6623444408428981 0.20845308808435545 0.16121082839531398 0.446245811941355
L4E 0.4287660233957855 -0.17545067655724975 1.0 0.6411683359324529 -0.0789138266662887 0.07330684649860347 0.3840295023286763 -0.11995054409821043
L4I 0.4842801196940417 0.37195704687544046 0.6411683359324529 1.0 0.3974716760236294 0.18249551791811583 0.41379762314851587 0.18411822329286506
L5E 0.35195073797455095 0.6623444408428981 -0.0789138266662887 0.3974716760236294 1.0 0.5739094010911555 0.25733805729784126 0.43076847518857897
L5I 0.20279503639791302 0.20845308808435545 0.07330684649860347 0.18249551791811583 0.5739094010911555 1.0 0.16978961191207545 0.19999753239576326
L6E 0.44646518164882915 0.16121082839531398 0.3840295023286763 0.41379762314851587 0.25733805729784126 0.16978961191207545 1.0 0.5168116950795222
L6I 0.15363350150659807 0.446245811941355 -0.11995054409821043 0.18411822329286506 0.43076847518857897 0.19999753239576326 0.5168116950795222 1.0
