 L23E L23I L4E L4I L5E L5I L6E L6I
L23E 1.0 -0.15668442303406394 0.22246589376735312 -0.0591792326767859 -0.23859775454764418 -0.09228125652986721 0.14871790611999172 -0.15567500772013926
L23I -0.15668442303406394 1.0 -0.06457423113772266 0.1500144538897028 0.4037532896406032 0.24189800212865226 -0.07622981569697503 0.30402398665852437
L4E 0.22246589376735312 -0.06457423113772266 1.0 0.49978697979429376 0.030569457049085473 0.14026351991015648 0.3365737160252324 -0.10831785075498793
L4I -0.0591792326767859 0.1500144538897028 0.49978697979429376 1.0 0.26950826509185133 0.1039732500725681 0.11194327848579319 0.024539385800490025
L5E -0.23859775454764418 0.4037532896406032 0.030569457049085473 0.26950826509185133 1.0 0.5682974021247602 0.0037373855321949185 0.2748115031540355
L5I -0.09228125652986721 0.24189800212865226 0.14026351991015648 0.1039732500725681 0.5682974021247602 1.0 0.029907887617223038 0.21556166373707109
L6E 0.14871790611999172 -0.07622981569697503 0.3365737160252324 0.11194327848579319 0.0037373855321949185 0.029907887617223038 1.0 -0.09942321755904919
L6I -0.15567500772013926 0.30402398665852437 -0.10831785075498793 0.024539385800490025 0.2748115031540355 0.21556166373707109 -0.09942321755904919 1.0
