# Pops mean_freq amplitude sigma
0.00 9.30 126.57 0.59
1.00 9.74 39.30 0.46
2.00 9.47 46.04 1.99
3.00 10.45 24.86 2.46
4.00 9.66 35.71 0.38
5.00 10.44 20.76 2.46
6.00 9.89 42.46 2.19
7.00 9.79 20.68 0.28
