# Pops mean_freq amplitude sigma
0.00 10.75 2936.99 2.40
1.00 10.80 1283.64 -2.29
2.00 11.06 5510.69 2.42
3.00 11.16 933.32 -0.39
4.00 10.66 3213.01 2.24
5.00 10.56 70.21 0.39
6.00 10.63 553.45 0.32
7.00 10.79 371.52 -2.44
