# Pops mean_freq amplitude sigma
0.00 69.68 5.79 10.45
1.00 72.80 4.87 8.60
2.00 75.44 31.40 5.16
3.00 75.72 9.13 0.03
4.00 70.56 8.91 8.11
5.00 73.38 4.12 -3.22
6.00 72.19 5.14 6.13
7.00 72.26 5.63 5.51
