# Pops mean_freq amplitude sigma
0.00 70.80 5.33 9.79
1.00 71.57 4.76 9.02
2.00 75.64 24.09 5.60
3.00 75.69 7.66 -0.75
4.00 71.26 8.56 7.50
5.00 73.23 4.12 7.46
6.00 72.65 5.18 5.91
7.00 72.83 5.51 5.31
