# Pops mean_freq amplitude sigma
0.00 9.68 73.19 0.37
1.00 9.94 33.73 0.35
2.00 9.96 26.88 2.55
3.00 10.00 32.41 0.45
4.00 9.28 29.18 0.44
5.00 9.88 26.42 0.28
6.00 10.08 25.67 2.41
7.00 10.02 21.10 2.43
