# Pops mean_freq amplitude sigma
0.00 10.57 2587.81 2.28
1.00 10.64 1000.21 -2.20
2.00 11.37 4316.55 2.39
3.00 11.26 825.18 -2.37
4.00 10.58 2378.99 2.24
5.00 10.80 54.06 0.43
6.00 10.79 688.70 0.42
7.00 10.91 357.92 -2.20
