# Pops mean_freq amplitude sigma
0.00 81.32 4.10 4.48
1.00 81.32 4.01 4.55
2.00 81.37 4.04 4.42
3.00 81.47 4.01 4.40
4.00 81.33 4.01 4.73
5.00 81.38 4.00 4.65
6.00 81.36 4.02 4.45
7.00 81.45 4.00 4.71
