# Pops mean_freq amplitude sigma
0.00 10.50 2815.42 2.46
1.00 10.58 1160.09 -2.38
2.00 11.13 4511.54 2.53
3.00 11.01 831.03 -2.54
4.00 10.50 2376.92 2.44
5.00 10.75 60.67 0.48
6.00 10.60 585.50 2.45
7.00 10.85 368.46 0.48
