# Pops mean_freq amplitude sigma
0.00 9.94 1985.78 2.70
1.00 10.11 833.67 -2.74
2.00 11.23 3334.95 2.95
3.00 11.33 586.12 -3.06
4.00 10.01 2059.32 -2.82
5.00 10.81 54.25 0.46
6.00 10.41 496.02 0.35
7.00 10.51 272.27 -2.83
