# Pops mean_freq amplitude sigma
0.00 69.78 5.69 10.51
1.00 72.26 4.83 8.87
2.00 75.76 24.69 5.39
3.00 75.68 7.75 5.84
4.00 71.30 8.01 7.78
5.00 74.11 4.10 -2.89
6.00 72.40 4.82 6.69
7.00 72.76 5.41 5.72
