# Pops mean_freq amplitude sigma
0.00 81.30 4.10 4.60
1.00 81.25 4.01 4.74
2.00 81.39 4.04 4.64
3.00 81.39 4.02 4.64
4.00 81.35 4.01 4.70
5.00 81.40 4.00 4.90
6.00 81.30 4.02 4.67
7.00 81.25 4.00 5.03
