 L23E L23I L4E L4I L5E L5I L6E L6I
L23E 1.0 0.40765481091010874 -0.16975548369501914 0.394929919435516 0.3729596749220779 0.19816117358537846 -0.03888681005601648 0.1621892002328812
L23I 0.40765481091010874 1.0 -0.20332493037868235 0.3138892711760595 0.32367638506040386 0.15620113203429814 -0.08675911269146758 0.05298183961655019
L4E -0.16975548369501914 -0.20332493037868235 1.0 0.000626854903625812 -0.21137212423219728 -0.08303616349099649 0.17938003288051615 -0.07047837963706753
L4I 0.394929919435516 0.3138892711760595 0.000626854903625812 1.0 0.16533927924333433 0.117963244609793 0.030247970651673357 0.06398844794008557
L5E 0.3729596749220779 0.32367638506040386 -0.21137212423219728 0.16533927924333433 1.0 0.6629481899782353 -0.07995711253638872 0.09542571455906093
L5I 0.19816117358537846 0.15620113203429814 -0.08303616349099649 0.117963244609793 0.6629481899782353 1.0 -0.042491589818322226 0.040823088444698445
L6E -0.03888681005601648 -0.08675911269146758 0.17938003288051615 0.030247970651673357 -0.07995711253638872 -0.042491589818322226 1.0 -0.051013526534558894
L6I 0.1621892002328812 0.05298183961655019 -0.07047837963706753 0.06398844794008557 0.09542571455906093 0.040823088444698445 -0.051013526534558894 1.0
