# Pops mean_freq amplitude sigma
0.00 10.23 2351.38 -0.36
1.00 10.23 1140.61 0.36
2.00 11.02 3905.29 2.58
3.00 10.97 630.53 -2.79
4.00 9.97 2860.65 0.32
5.00 10.88 55.30 0.29
6.00 10.08 538.75 -2.54
7.00 10.34 297.23 0.37
