# Pops mean_freq amplitude sigma
0.00 66.27 5.42 12.17
1.00 71.57 4.71 9.36
2.00 75.55 27.29 -0.03
3.00 75.81 8.33 5.09
4.00 70.96 8.08 7.79
5.00 72.85 4.11 7.29
6.00 73.05 5.04 6.76
7.00 72.94 5.43 6.07
