# Pops mean_freq amplitude sigma
0.00 9.71 94.52 0.42
1.00 10.06 32.85 0.28
2.00 10.05 36.55 0.48
3.00 10.03 25.36 0.34
4.00 10.30 32.14 0.39
5.00 10.16 23.10 2.20
6.00 9.84 29.53 2.42
7.00 10.19 16.41 2.45
