# Pops mean_freq amplitude sigma
0.00 69.98 5.61 10.57
1.00 71.74 4.86 9.19
2.00 75.23 24.43 5.77
3.00 75.59 7.75 -0.93
4.00 71.68 7.94 7.75
5.00 74.32 4.10 8.29
6.00 72.35 5.08 6.07
7.00 72.74 5.55 5.59
