# Pops mean_freq amplitude sigma
0.00 10.49 3072.40 2.24
1.00 10.63 1218.85 -2.26
2.00 11.06 5259.52 2.32
3.00 11.01 951.58 -2.44
4.00 10.52 2486.12 2.40
5.00 11.12 58.11 0.34
6.00 10.05 643.84 -2.43
7.00 10.79 347.28 -2.42
